URL,id,URL,speaker_name,headline,description,date given,event,duration,date published,tags,,
http://www.ted.com/talks/view/id/,54,http://www.ted.com/talks/view/id/54,Cameron Sinclair,My wish: A call for open-source architecture,"Accepting his 2006 TED Prize, Cameron Sinclair demonstrates how passionate designers and architects can respond to world housing crises. He unveils his TED Prize wish for a network to improve global living standards through collaborative design.",February-06,TED2006,0:23:34,7/25/06,"philanthropy,open-source,invention,culture,activism,architecture,disaster relief,design,global issues,collaboration",,
http://www.ted.com/talks/view/id/,55,http://www.ted.com/talks/view/id/55,Jehane Noujaim,My wish: A global day of film,Jehane Noujaim unveils her 2006 TED Prize wish: to bring the world together for one day a year through the power of film.,February-06,TED2006,0:25:38,7/25/06,"TED Prize,film,culture,social change,entertainment,storytelling,global issues,art,peace",,
http://www.ted.com/talks/view/id/,58,http://www.ted.com/talks/view/id/58,Larry Brilliant,My wish: Help me stop pandemics,"Accepting the 2006 TED Prize, Dr. Larry Brilliant talks about how smallpox was eradicated from the planet, and calls for a new global system that can identify and contain pandemics before they spread.",February-06,TED2006,0:25:50,7/25/06,"TED Prize,ebola,disease,health,science,global issues,technology,collaboration",,
http://www.ted.com/talks/view/id/,65,http://www.ted.com/talks/view/id/65,Jeff Han,The radical promise of the multi-touch interface,"Jeff Han shows off a cheap, scalable multi-touch and pressure-sensitive computer screen interface that may spell the end of point-and-click.",February-06,TED2006,0:08:47,8/1/06,"interface design,demo,design,technology",,
http://www.ted.com/talks/view/id/,41,http://www.ted.com/talks/view/id/41,Nicholas Negroponte,One Laptop per Child,"Nicholas Negroponte, founder of the MIT Media Laboratory, describes how the One Laptop Per Child project will build and distribute the ""$100 laptop.""",February-06,TED2006,0:17:37,8/1/06,"One Laptop Per Child,philanthropy,education,social change,entrepreneur,children,design,global issues,technology",,
http://www.ted.com/talks/view/id/,46,http://www.ted.com/talks/view/id/46,Jennifer Lin,"Improvising on piano, aged 14","Pianist and composer Jennifer Lin gives a magical performance, talks about the process of creativity and improvises a moving solo piece based on a random sequence of notes.",February-04,TED2004,0:24:05,8/8/06,"wunderkind,music,piano,entertainment,performance,creativity",,
http://www.ted.com/talks/view/id/,45,http://www.ted.com/talks/view/id/45,Sirena Huang,An 11-year-old's magical violin,"Violinist Sirena Huang gives a technically brilliant and emotionally nuanced performance. In a charming interlude, the 11-year-old praises the timeless design of her instrument.",February-06,TED2006,0:24:41,8/8/06,"violin,wunderkind,youth,music,entertainment,performance",,
http://www.ted.com/talks/view/id/,2,http://www.ted.com/talks/view/id/2,Amy Smith,Simple designs to save a life,Fumes from indoor cooking fires kill more than 2 million children a year in the developing world. MIT engineer Amy Smith details an exciting but simple solution: a tool for turning farm waste into clean-burning charcoal.,February-06,TED2006,0:15:06,8/15/06,"MacArthur grant,simplicity,industrial design,alternative energy,invention,engineering,design,global issues",,
http://www.ted.com/talks/view/id/,27,http://www.ted.com/talks/view/id/27,Ross Lovegrove,"Organic design, inspired by nature","Designer Ross Lovegrove expounds his philosophy of ""fat-free"" design and offers insight into several of his extraordinary products, including the Ty Nant water bottle and the Go chair.",February-05,TED2005,0:19:30,8/15/06,"industrial design,invention,product design,science and art,DNA,biology,nature,design,creativity",,
http://www.ted.com/talks/view/id/,37,http://www.ted.com/talks/view/id/37,Jimmy Wales,The birth of Wikipedia,"Jimmy Wales recalls how he assembled ""a ragtag band of volunteers,"" gave them tools for collaborating and created Wikipedia, the self-organizing, self-correcting, never-finished online encyclopedia.",July-05,TEDGlobal 2005,0:20:01,8/21/06,"wikipedia,open-source,invention,culture,media,technology,business,collaboration",,
http://www.ted.com/talks/view/id/,25,http://www.ted.com/talks/view/id/25,Richard Baraniuk,The birth of the open-source learning revolution,"In 2006, open-learning visionary Richard Baraniuk explains the vision behind Connexions (now called OpenStax), an open-source, online education system. It cuts out the textbook, allowing teachers to share and modify course materials freely, anywhere in the world.",February-06,TED2006,0:18:34,8/21/06,"open-source,library,education,culture,global issues,technology,business,collaboration",,
http://www.ted.com/talks/view/id/,21,http://www.ted.com/talks/view/id/21,Mena Trott,Meet the founder of the blog revolution,"The founding mother of the blog revolution, Movable Type's Mena Trott, talks about the early days of blogging, when she realized that giving regular people the power to share our lives online is the key to building a friendlier, more connected world.",February-06,TED2006,0:16:46,8/25/06,"software,culture,design,entertainment,storytelling,business,communication,community",,
http://www.ted.com/talks/view/id/,87,http://www.ted.com/talks/view/id/87,Ze Frank,Nerdcore comedy,"Performer and web toymaker Ze Frank delivers a hilarious nerdcore standup routine, then tells us what he's seriously passionate about: helping people create and interact using simple, addictive web tools.",February-04,TED2004,0:18:56,8/25/06,"dance,software,demo,culture,comedy,entertainment,performance,humor,collaboration,community",,
http://www.ted.com/talks/view/id/,64,http://www.ted.com/talks/view/id/64,Eve Ensler,Happiness in body and soul,"Eve Ensler, creator of ""The Vagina Monologues,"" shares how a discussion about menopause with her friends led to talking about all sorts of sexual acts onstage, waging a global campaign to end violence toward women and finding her own happiness.",February-04,TED2004,0:20:25,9/6/06,"gender,happiness,theater,culture,women,entertainment,performance,storytelling,global issues",,
http://www.ted.com/talks/view/id/,16,http://www.ted.com/talks/view/id/16,Helen Fisher,"Why we love, why we cheat","Anthropologist Helen Fisher takes on a tricky topic -- love -- and explains its evolution, its biochemical foundations and its social importance. She closes with a warning about the potential disaster inherent in antidepressant abuse.",February-06,TED2006,0:23:27,9/6/06,"love,gender,relationships,cognitive science,psychology,evolution,culture,science",,
http://www.ted.com/talks/view/id/,47,http://www.ted.com/talks/view/id/47,David Deutsch,Chemical scum that dream of distant quasars,"Legendary scientist David Deutsch puts theoretical physics on the back burner to discuss a more urgent matter: the survival of our species. The first step toward solving global warming, he says, is to admit that we have a problem.",July-05,TEDGlobal 2005,0:19:00,9/12/06,"cosmos,universe,physics,culture,science,climate change,environment,global issues,technology",,
http://www.ted.com/talks/view/id/,98,http://www.ted.com/talks/view/id/98,Richard Dawkins,Why the universe seems so strange,"Biologist Richard Dawkins makes a case for ""thinking the improbable"" by looking at how the human frame of reference limits our understanding of the universe.",July-05,TEDGlobal 2005,0:21:56,9/12/06,"cosmos,cognitive science,psychology,astronomy,physics,evolution,biology,science",,
http://www.ted.com/talks/view/id/,20,http://www.ted.com/talks/view/id/20,Malcolm Gladwell,"Choice, happiness and spaghetti sauce","""Tipping Point"" author Malcolm Gladwell gets inside the food industry's pursuit of the perfect spaghetti sauce -- and makes a larger argument about the nature of choice and happiness.",February-04,TED2004,0:17:30,9/19/06,"consumerism,marketing,economics,culture,media,food,choice,storytelling,business",,
http://www.ted.com/talks/view/id/,29,http://www.ted.com/talks/view/id/29,Steven Levitt,The freakonomics of crack dealing,"""Freakonomics"" author Steven Levitt presents new data on the finances of drug dealing. Contrary to popular myth, he says, being a street-corner crack dealer isn't lucrative: It pays below minimum wage. And your boss can kill you.",February-04,TED2004,0:21:15,9/19/06,"narcotics,race,economics,culture,cities,business",,
http://www.ted.com/talks/view/id/,93,http://www.ted.com/talks/view/id/93,Barry Schwartz,The paradox of choice,"Psychologist Barry Schwartz takes aim at a central tenet of western societies: freedom of choice. In Schwartz's estimation, choice has made us not freer but more paralyzed, not happier but more dissatisfied.",July-05,TEDGlobal 2005,0:19:37,9/26/06,"happiness,economics,psychology,decision-making,culture,personal growth,potential,choice,business",,
http://www.ted.com/talks/view/id/,97,http://www.ted.com/talks/view/id/97,Dan Gilbert,The surprising science of happiness,"Dan Gilbert, author of ""Stumbling on Happiness,"" challenges the idea that we_ll be miserable if we don_t get what we want. Our ""psychological immune system"" lets us feel truly happy even when things don_t go as planned.",February-04,TED2004,0:21:16,9/26/06,"TED Brain Trust,happiness,psychology,evolution,brain,culture,choice,science",,
http://www.ted.com/talks/view/id/,39,http://www.ted.com/talks/view/id/39,Aubrey de Grey,A roadmap to end aging,"Cambridge researcher Aubrey de Grey argues that aging is merely a disease -- and a curable one at that. Humans age in seven basic ways, he says, all of which can be averted.",July-05,TEDGlobal 2005,0:22:45,10/2/06,"biotech,disease,health care,aging,science,engineering,future,technology",,
http://www.ted.com/talks/view/id/,12,http://www.ted.com/talks/view/id/12,Eva Vertes,Meet the future of cancer research,Eva Vertes -- only 19 when she gave this talk -- discusses her journey toward studying medicine and her drive to understand the roots of cancer and Alzheimer_s.,February-05,TED2005,0:18:49,10/2/06,"wunderkind,cancer,disease,health,science,technology",,
http://www.ted.com/talks/view/id/,79,http://www.ted.com/talks/view/id/79,Iqbal Quadir,How mobile phones can fight poverty,"Iqbal Quadir tells how his experiences as a kid in poor Bangladesh, and later as a banker in New York, led him to start a mobile phone operator connecting 80 million rural Bangladeshi -- and to become a champion of bottom-up development.",July-05,TEDGlobal 2005,0:15:52,10/10/06,"telecom,transportation,alternative energy,microfinance,invention,poverty,investment,culture,global development,global issues,technology,business,communication",,
http://www.ted.com/talks/view/id/,91,http://www.ted.com/talks/view/id/91,Jacqueline Novogratz,Invest in Africa's own solutions,"Jacqueline Novogratz applauds the world's heightened interest in Africa and poverty, but argues persuasively for a new approach.",July-05,TEDGlobal 2005,0:12:53,10/10/06,"TED Brain Trust,philanthropy,microfinance,Africa,poverty,investment,culture,global development,entrepreneur,business",,
http://www.ted.com/talks/view/id/,3,http://www.ted.com/talks/view/id/3,Ashraf Ghani,How to rebuild a broken state,"Ashraf Ghani's passionate and powerful 10-minute talk, emphasizing the necessity of both economic investment and design ingenuity to rebuild broken states, is followed by a conversation with TED curator Chris Anderson on the future of Afghanistan.",July-05,TEDGlobal 2005,0:18:45,10/18/06,"corruption,poverty,economics,investment,military,culture,politics,policy,global development,entrepreneur,global issues,business",,
http://www.ted.com/talks/view/id/,75,http://www.ted.com/talks/view/id/75,Sasa Vucinic,Why we should invest in a free press,"A free press -- papers, magazines, radio, TV, blogs -- is the backbone of any true democracy (and a vital watchdog on business). Sasa Vucinic, a journalist from Belgrade, talks about his new fund, which supports media by selling ""free press bonds.""",July-05,TEDGlobal 2005,0:18:00,10/18/06,"philanthropy,investment,culture,media,global issues,business",,
http://www.ted.com/talks/view/id/,89,http://www.ted.com/talks/view/id/89,Ben Saunders,Why did I ski to the North Pole?,"Arctic explorer Ben Saunders recounts his harrowing solo ski trek to the North Pole, complete with engaging anecdotes, gorgeous photos and never-before-seen video.",February-05,TED2005,0:18:03,10/25/06,"travel,sports,culture,personal growth,potential,exploration,climate change,global issues,technology",,
http://www.ted.com/talks/view/id/,4,http://www.ted.com/talks/view/id/4,Burt Rutan,The real future of space exploration,"In this passionate talk, legendary spacecraft designer Burt Rutan lambasts the US government-funded space program for stagnating and asks entrepreneurs to pick up where NASA has left off.",February-06,TED2006,0:19:37,10/25/06,"aircraft,flight,industrial design,NASA,rocket science,invention,engineering,entrepreneur,design,business",,
http://www.ted.com/talks/view/id/,59,http://www.ted.com/talks/view/id/59,Bono,My wish: Three actions for Africa,"Musician and activist Bono accepts the 2005 TED Prize with a riveting talk, arguing that aid to Africa isn't just another celebrity cause; it's a global emergency.",February-05,TED2005,0:27:52,10/31/06,"philanthropy,AIDS,Africa,poverty,activism,politics,social change,leadership,entertainment,global issues",,
http://www.ted.com/talks/view/id/,56,http://www.ted.com/talks/view/id/56,Edward Burtynsky,My wish: Manufactured landscapes and green education,"Accepting his 2005 TED Prize, photographer Edward Burtynsky makes a wish: that his images -- stunning landscapes that document humanity's impact on the world -- help persuade millions to join a global conversation on sustainability.",February-05,TED2005,0:34:25,10/31/06,"TED Prize,pollution,photography,culture,social change,cities,environment,design,art",,
http://www.ted.com/talks/view/id/,57,http://www.ted.com/talks/view/id/57,Robert Fischell,My wish: Three unusual medical inventions,"Accepting his 2005 TED Prize, inventor Robert Fischell makes three wishes: redesigning a portable device that treats migraines, finding new cures for clinical depression and reforming the medical malpractice system.",February-05,TED2005,0:26:49,10/31/06,"TED Prize,invention,disease,health care,medicine,science,technology,business",,
http://www.ted.com/talks/view/id/,22,http://www.ted.com/talks/view/id/22,Michael Shermer,Why people believe weird things,"Why do people see the Virgin Mary on a cheese sandwich or hear demonic lyrics in ""Stairway to Heaven""? Using video and music, skeptic Michael Shermer shows how we convince ourselves to believe -- and overlook the facts.",February-06,TED2006,0:13:25,11/8/06,"faith,illusion,culture,religion,science,entertainment",,
http://www.ted.com/talks/view/id/,67,http://www.ted.com/talks/view/id/67,Peter Donnelly,How juries are fooled by statistics,Oxford mathematician Peter Donnelly reveals the common mistakes humans make in interpreting statistics -- and the devastating impact these errors can have on the outcome of criminal trials.,July-05,TEDGlobal 2005,0:21:20,11/8/06,"statistics,genetics,culture,science,technology",,
http://www.ted.com/talks/view/id/,19,http://www.ted.com/talks/view/id/19,Kevin Kelly,How technology evolves,"Tech enthusiast Kevin Kelly asks ""What does technology want?"" and discovers that its movement toward ubiquity and complexity is much like the evolution of life.",February-05,TED2005,0:20:00,11/14/06,"philosophy,evolution,culture,choice,history,science,future,technology",,
http://www.ted.com/talks/view/id/,38,http://www.ted.com/talks/view/id/38,Ray Kurzweil,The accelerating power of technology,"Inventor, entrepreneur and visionary Ray Kurzweil explains in abundant, grounded detail why, by the 2020s, we will have reverse-engineered the human brain and nanobots will be operating your consciousness.",February-05,TED2005,0:22:56,11/14/06,"TED Brain Trust,robots,biotech,invention,culture,science,future,technology,business",,
http://www.ted.com/talks/view/id/,23,http://www.ted.com/talks/view/id/23,Peter Gabriel,Fight injustice with raw video,Musician and activist Peter Gabriel shares his very personal motivation for standing up for human rights with the watchdog group WITNESS -- and tells stories of citizen journalists in action.,February-06,TED2006,0:14:08,12/6/06,"TED Brain Trust,film,culture,music,activism,social change,storytelling,global issues,collaboration,art",,
http://www.ted.com/talks/view/id/,10,http://www.ted.com/talks/view/id/10,Dean Ornish,The killer American diet that's sweeping the planet,Forget the latest disease in the news: Cardiovascular disease kills more people than everything else combined -- and it_s mostly preventable. Dr. Dean Ornish explains how changing our eating habits can save lives.,February-06,TED2006,0:03:18,12/14/06,"obesity,disease,health,health care,culture,food,science,global issues",,
http://www.ted.com/talks/view/id/,70,http://www.ted.com/talks/view/id/70,Richard St. John,8 secrets of success,Why do people succeed? Is it because they're smart? Or are they just lucky? Neither. Analyst Richard St. John condenses years of interviews into an unmissable 3-minute slideshow on the real secrets of success.,February-05,TED2005,0:03:30,12/14/06,"happiness,success,education,psychology,culture,work,entertainment,business",,
http://www.ted.com/talks/view/id/,26,http://www.ted.com/talks/view/id/26,Rives,If I controlled the Internet,"How many poets could cram eBay, Friendster and Monster.com into 3-minute poem worthy of a standing ovation? Enjoy Rives' unique talent.",November-06,TEDSalon 2006,0:04:07,12/14/06,"love,poetry,philosophy,culture,entertainment,performance",,
http://www.ted.com/talks/view/id/,62,http://www.ted.com/talks/view/id/62,Bjorn Lomborg,Global priorities bigger than climate change,"Given $50 billion to spend, which would you solve first, AIDS or global warming? Danish political scientist Bjorn Lomborg comes up with surprising answers.",February-05,TED2005,0:16:41,1/2/07,"AIDS,Africa,economics,culture,disaster relief,choice,future,climate change,environment,business",,
http://www.ted.com/talks/view/id/,36,http://www.ted.com/talks/view/id/36,Robert Neuwirth,The hidden world of shadow cities,"Robert Neuwirth, author of ""Shadow Cities,"" finds the world's squatter sites -- where a billion people now make their homes -- to be thriving centers of ingenuity and innovation. He takes us on a tour.",July-05,TEDGlobal 2005,0:14:03,1/2/07,"poverty,culture,politics,social change,policy,global development,entrepreneur,cities,future,global issues,business",,
http://www.ted.com/talks/view/id/,34,http://www.ted.com/talks/view/id/34,Phil Borges,Photos of endangered cultures,"Photographer Phil Borges shows rarely seen images of people from the mountains of Dharamsala, India, and the jungles of the Ecuadorean Amazon. In documenting these endangered cultures, he intends to help preserve them.",February-06,TED2006,0:18:35,1/9/07,"photography,education,film,culture,activism,social change,design,storytelling,global issues,art",,
http://www.ted.com/talks/view/id/,69,http://www.ted.com/talks/view/id/69,Wade Davis,Dreams from endangered cultures,"With stunning photos and stories, National Geographic Explorer Wade Davis celebrates the extraordinary diversity of the world's indigenous cultures, which are disappearing from the planet at an alarming rate.",February-03,TED2003,0:22:01,1/9/07,"anthropology,photography,film,culture,language,environment,global issues",,
http://www.ted.com/talks/view/id/,42,http://www.ted.com/talks/view/id/42,Martin Rees,Is this our final century?,"Speaking as both an astronomer and ""a concerned member of the human race,"" Sir Martin Rees examines our planet and its future from a cosmic perspective. He urges action to prevent dark consequences from our scientific and technological development.",July-05,TEDGlobal 2005,0:17:26,1/17/07,"cosmos,complexity,universe,astronomy,time,social change,leadership,science,climate change,technology",,
http://www.ted.com/talks/view/id/,68,http://www.ted.com/talks/view/id/68,Robert Wright,Progress is not a zero-sum game,"Author Robert Wright explains ""non-zero-sumness"" -- the network of linked fortunes and cooperation that has guided our evolution to this point -- and how we can use it to help save humanity today.",February-06,TED2006,0:19:11,1/17/07,"culture,war,global issues,collaboration",,
http://www.ted.com/talks/view/id/,63,http://www.ted.com/talks/view/id/63,Charles Leadbeater,The era of open innovation,"In this deceptively casual talk, Charles Leadbeater weaves a tight argument that innovation isn't just for professionals anymore. Passionate amateurs, using new tools, are creating products and paradigms that companies can't.",July-05,TEDGlobal 2005,0:19:01,1/31/07,"open-source,invention,economics,product design,culture,media,innovation,business,collaboration",,
http://www.ted.com/talks/view/id/,61,http://www.ted.com/talks/view/id/61,Steven Johnson,"How the ""ghost map"" helped end a killer disease","Author Steven Johnson takes us on a 10-minute tour of <i>The Ghost Map</i>, his book about a cholera outbreak in 1854 London and the impact it had on science, cities and modern society.",November-06,TEDSalon 2006,0:10:03,1/31/07,"map,disease,health,culture,history,science,cities,urban planning,design",,
http://www.ted.com/talks/view/id/,60,http://www.ted.com/talks/view/id/60,Anna Deavere Smith,Four American characters,"Writer and actor Anna Deavere Smith gives life to author Studs Terkel, convict Paulette Jenkins, a Korean shopkeeper and a bull rider, excerpts from her solo show ""On the Road: A Search for American Character.""",February-05,TED2005,0:23:05,2/9/07,"MacArthur grant,sports,race,performance art,theater,interview,culture,United States,history,entertainment,performance,storytelling",,
http://www.ted.com/talks/view/id/,24,http://www.ted.com/talks/view/id/24,Pilobolus,"A dance of ""Symbiosis""","Two Pilobolus dancers perform ""Symbiosis."" Does it trace the birth of a relationship? Or the co-evolution of symbiotic species? Music: ""God Music,"" George Crumb; ""Fratres,"" Arvo Part; ""Morango...Almost a Tango,"" Thomas Oboe Lee.",February-05,TED2005,0:13:45,2/9/07,"dance,science and art,science,nature,entertainment,performance",,
http://www.ted.com/talks/view/id/,90,http://www.ted.com/talks/view/id/90,Neil Gershenfeld,Unleash your creativity in a Fab Lab,MIT professor Neil Gershenfeld talks about his Fab Lab -- a low-cost lab that lets people build things they need using digital and analog tools. It's a simple idea with powerful results.,February-06,TED2006,0:17:18,2/19/07,"code,invention,computers,education,culture,social change,science,engineering,materials,technology",,
http://www.ted.com/talks/view/id/,48,http://www.ted.com/talks/view/id/48,Saul Griffith,Everyday inventions,"Inventor and MacArthur fellow Saul Griffith shares some innovative ideas from his lab -- from ""smart rope"" to a house-sized kite for towing large loads.",February-06,TED2006,0:14:29,2/19/07,"MacArthur grant,open-source,invention,product design,innovation,design,materials,technology,collaboration",,
http://www.ted.com/talks/view/id/,73,http://www.ted.com/talks/view/id/73,Carl HonorÇ,In praise of slowness,"Journalist Carl Honore believes the Western world's emphasis on speed erodes health, productivity and quality of life. But there's a backlash brewing, as everyday people start putting the brakes on their all-too-modern lives.",July-05,TEDGlobal 2005,0:19:15,2/28/07,"happiness,work-life balance,health,psychology,culture,personal growth,potential,choice,parenting",,
http://www.ted.com/talks/view/id/,85,http://www.ted.com/talks/view/id/85,Bill Clinton,My wish: Rebuilding Rwanda,"Accepting the 2007 TED Prize, Bill Clinton asks for help in bringing health care to Rwanda -- and the rest of the world.",March-07,TED2007,0:24:07,4/3/07,"TED Prize,Africa,economics,health care,culture,global issues,technology,business",,
http://www.ted.com/talks/view/id/,83,http://www.ted.com/talks/view/id/83,E.O. Wilson,My wish: Build the Encyclopedia of Life,"As E.O. Wilson accepts his 2007 TED Prize, he makes a plea on behalf of all creatures that we learn more about our biosphere -- and build a networked encyclopedia of all the world's knowledge about life.",March-07,TED2007,0:22:35,4/3/07,"ants,TED Prize,insects,biology,science,nature,biodiversity,ecology,global issues,technology",,
http://www.ted.com/talks/view/id/,84,http://www.ted.com/talks/view/id/84,James Nachtwey,My wish: Let my photographs bear witness,"Accepting his 2007 TED Prize, war photographer James Nachtwey shows his life's work and asks TED to help him continue telling the story with innovative, exciting uses of news photography in the digital era.",March-07,TED2007,0:21:56,4/3/07,"photography,poverty,culture,activism,media,war,social change,storytelling,global issues,art",,
http://www.ted.com/talks/view/id/,78,http://www.ted.com/talks/view/id/78,Al Seckel,Visual illusions that show how we (mis)think,"Al Seckel, a cognitive neuroscientist, explores the perceptual illusions that fool our brains. Loads of eye tricks help him prove that not only are we easily fooled, we kind of like it.",February-04,TED2004,0:14:33,4/5/07,"illusion,cognitive science,psychology,brain,culture,design",,
http://www.ted.com/talks/view/id/,74,http://www.ted.com/talks/view/id/74,Alex Steffen,The route to a sustainable future,"Worldchanging.com founder Alex Steffen argues that reducing humanity_s ecological footprint is incredibly vital now, as the western consumer lifestyle spreads to developing countries.",July-05,TEDGlobal 2005,0:17:34,4/5/07,"alternative energy,invention,culture,cities,environment,sustainability,design,global issues,business,collaboration",,
http://www.ted.com/talks/view/id/,5,http://www.ted.com/talks/view/id/5,Chris Bangle,Great cars are great art,"American designer Chris Bangle explains his philosophy that car design is an art form in its own right, with an entertaining -- and ultimately moving -- account of the BMW Group's Deep Blue project, intended to create the SUV of the future.",February-02,TED2002,0:20:04,4/5/07,"cars,industrial design,transportation,invention,design,technology,business,art",,
http://www.ted.com/talks/view/id/,6,http://www.ted.com/talks/view/id/6,Craig Venter,Sampling the ocean's DNA,Genomics pioneer Craig Venter takes a break from his epic round-the-world expedition to talk about the millions of genes his team has discovered so far in its quest to map the ocean's biodiversity.,July-05,TEDGlobal 2005,0:16:51,4/5/07,"biotech,invention,oceans,genetics,DNA,biology,science,entrepreneur,biodiversity,ecology,technology",,
http://www.ted.com/talks/view/id/,9,http://www.ted.com/talks/view/id/9,Dean Kamen,To invent is to give,Inventor Dean Kamen lays out his argument for the Segway and offers a peek into his next big ideas (portable energy and water purification for developing countries).,February-02,TED2002,0:20:07,4/5/07,"robots,cars,industrial design,transportation,invention,education,innovation,social change,science,sustainability,technology,business",,
http://www.ted.com/talks/view/id/,40,http://www.ted.com/talks/view/id/40,Frans Lanting,The story of life in photographs,"In this stunning slideshow, celebrated nature photographer Frans Lanting presents The LIFE Project, a poetic collection of photographs that tell the story of our planet, from its eruptive beginnings to its present diversity. Soundtrack by Philip Glass.",February-05,TED2005,0:16:17,4/5/07,"photography,evolution,fish,animals,nature,design,storytelling,art",,
http://www.ted.com/talks/view/id/,14,http://www.ted.com/talks/view/id/14,Golan Levin,Software (as) art,"Engineer and artist Golan Levin pushes the boundaries of what's possible with audiovisuals and technology. In an amazing TED display, he shows two programs he wrote to perform his original compositions.",February-04,TED2004,0:14:53,4/5/07,"invention,software,music,entertainment,performance,technology,art",,
http://www.ted.com/talks/view/id/,35,http://www.ted.com/talks/view/id/35,James Watson,How we discovered DNA,"Nobel laureate James Watson opens TED2005 with the frank and funny story of how he and his research partner, Francis Crick, discovered the structure of DNA.",February-05,TED2005,0:20:11,4/5/07,"invention,genetics,DNA,culture,history,science,storytelling,technology",,
http://www.ted.com/talks/view/id/,11,http://www.ted.com/talks/view/id/11,Jane Goodall,What separates us from chimpanzees?,"Jane Goodall hasn't found the missing link, but she's come closer than nearly anyone else. The primatologist says the only real difference between humans and chimps is our sophisticated language. She urges us to start using it to change the world.",February-03,TED2002,0:27:25,4/5/07,"primates,Africa,culture,science,environment,animals,nature,global issues",,
http://www.ted.com/talks/view/id/,18,http://www.ted.com/talks/view/id/18,Janine Benyus,Biomimicry's surprising lessons from nature's engineers,"In this inspiring talk about recent developments in biomimicry, Janine Benyus provides heartening examples of ways in which nature is already influencing the products and systems we build.",February-05,TED2005,0:23:19,4/5/07,"biomimicry,DNA,evolution,biology,fish,science,environment,animals,design,technology",,
